item_id,system_id,correct
00da6042116f416da87a8da4a1e2909a,sys12,1
00da6042116f416da87a8da4a1e2909a,sys13,1
00da6042116f416da87a8da4a1e2909a,sys14,1
00da6042116f416da87a8da4a1e2909a,sys15,1
00da6042116f416da87a8da4a1e2909a,sys16,1
00da6042116f416da87a8da4a1e2909a,sys17,1
00f1bb404e6340f59081c22e8a4a7d28,sys00,1
00f1bb404e6340f59081c22e8a4a7d28,sys01,1
00f1bb404e6340f59081c22e8a4a7d28,sys02,1
00f1bb404e6340f59081c22e8a4a7d28,sys03,1
00f1bb404e6340f59081c22e8a4a7d28,sys04,1
00f1bb404e6340f59081c22e8a4a7d28,sys05,1
00f1bb404e6340f59081c22e8a4a7d28,sys06,1
00f1bb404e6340f59081c22e8a4a7d28,sys07,1
00f1bb404e6340f59081c22e8a4a7d28,sys08,1
00f1bb404e6340f59081c22e8a4a7d28,sys09,1
00f1bb404e6340f59081c22e8a4a7d28,sys10,1
00f1bb404e6340f59081c22e8a4a7d28,sys11,1
00f1bb404e6340f59081c22e8a4a7d28,sys12,1
00f1bb404e6340f59081c22e8a4a7d28,sys13,1
00f1bb404e6340f59081c22e8a4a7d28,sys14,1
00f1bb404e6340f59081c22e8a4a7d28,sys15,1
00f1bb404e6340f59081c22e8a4a7d28,sys16,1
00f1bb404e6340f59081c22e8a4a7d28,sys17,1
01097685c9e74891822fc3955fc1d930,sys00,1
01097685c9e74891822fc3955fc1d930,sys01,1
01097685c9e74891822fc3955fc1d930,sys02,1
01097685c9e74891822fc3955fc1d930,sys03,1
01097685c9e74891822fc3955fc1d930,sys04,1
01097685c9e74891822fc3955fc1d930,sys05,1
01097685c9e74891822fc3955fc1d930,sys06,1
01097685c9e74891822fc3955fc1d930,sys07,1
01097685c9e74891822fc3955fc1d930,sys08,1
01097685c9e74891822fc3955fc1d930,sys09,1
01097685c9e74891822fc3955fc1d930,sys10,1
01097685c9e74891822fc3955fc1d930,sys11,1
01097685c9e74891822fc3955fc1d930,sys12,1
01097685c9e74891822fc3955fc1d930,sys13,1
01097685c9e74891822fc3955fc1d930,sys14,1
01097685c9e74891822fc3955fc1d930,sys15,1
01097685c9e74891822fc3955fc1d930,sys16,1
01097685c9e74891822fc3955fc1d930,sys17,1
0115d8623fd14c14945ff1318fc04df7,sys00,0
0115d8623fd14c14945ff1318fc04df7,sys01,0
0115d8623fd14c14945ff1318fc04df7,sys02,1
0115d8623fd14c14945ff1318fc04df7,sys03,1
0115d8623fd14c14945ff1318fc04df7,sys04,1
0115d8623fd14c14945ff1318fc04df7,sys05,1
0115d8623fd14c14945ff1318fc04df7,sys06,1
0115d8623fd14c14945ff1318fc04df7,sys07,1
0115d8623fd14c14945ff1318fc04df7,sys08,1
0115d8623fd14c14945ff1318fc04df7,sys09,1
0115d8623fd14c14945ff1318fc04df7,sys10,1
0115d8623fd14c14945ff1318fc04df7,sys11,1
0115d8623fd14c14945ff1318fc04df7,sys12,1
0115d8623fd14c14945ff1318fc04df7,sys13,1
0115d8623fd14c14945ff1318fc04df7,sys14,1
0115d8623fd14c14945ff1318fc04df7,sys15,1
0115d8623fd14c14945ff1318fc04df7,sys16,1
0115d8623fd14c14945ff1318fc04df7,sys17,1
015a190d0ddc4704817158b7b7b4484d,sys00,0
015a190d0ddc4704817158b7b7b4484d,sys01,0
015a190d0ddc4704817158b7b7b4484d,sys02,1
015a190d0ddc4704817158b7b7b4484d,sys03,0
015a190d0ddc4704817158b7b7b4484d,sys04,0
015a190d0ddc4704817158b7b7b4484d,sys05,0
015a190d0ddc4704817158b7b7b4484d,sys06,0
015a190d0ddc4704817158b7b7b4484d,sys07,0
015a190d0ddc4704817158b7b7b4484d,sys08,1
015a190d0ddc4704817158b7b7b4484d,sys09,0
015a190d0ddc4704817158b7b7b4484d,sys10,0
015a190d0ddc4704817158b7b7b4484d,sys11,1
015a190d0ddc4704817158b7b7b4484d,sys12,0
015a190d0ddc4704817158b7b7b4484d,sys13,1
015a190d0ddc4704817158b7b7b4484d,sys14,1
015a190d0ddc4704817158b7b7b4484d,sys15,1
015a190d0ddc4704817158b7b7b4484d,sys16,1
015a190d0ddc4704817158b7b7b4484d,sys17,1
0161d0b9a5734447b117bd03faa23c64,sys00,1
0161d0b9a5734447b117bd03faa23c64,sys01,1
0161d0b9a5734447b117bd03faa23c64,sys02,1
0161d0b9a5734447b117bd03faa23c64,sys03,1
0161d0b9a5734447b117bd03faa23c64,sys04,1
0161d0b9a5734447b117bd03faa23c64,sys05,1
0161d0b9a5734447b117bd03faa23c64,sys06,1
0161d0b9a5734447b117bd03faa23c64,sys07,1
0161d0b9a5734447b117bd03faa23c64,sys08,1
0161d0b9a5734447b117bd03faa23c64,sys09,1
0161d0b9a5734447b117bd03faa23c64,sys10,1
0161d0b9a5734447b117bd03faa23c64,sys11,1
0161d0b9a5734447b117bd03faa23c64,sys12,1
0161d0b9a5734447b117bd03faa23c64,sys13,1
0161d0b9a5734447b117bd03faa23c64,sys14,1
0161d0b9a5734447b117bd03faa23c64,sys15,1
0161d0b9a5734447b117bd03faa23c64,sys16,1
0161d0b9a5734447b117bd03faa23c64,sys17,1
0193cb69f2a546cc99fe8dc4ce639660,sys00,1
0193cb69f2a546cc99fe8dc4ce639660,sys01,1
0193cb69f2a546cc99fe8dc4ce639660,sys02,1
0193cb69f2a546cc99fe8dc4ce639660,sys03,1
0193cb69f2a546cc99fe8dc4ce639660,sys04,1
0193cb69f2a546cc99fe8dc4ce639660,sys05,1
0193cb69f2a546cc99fe8dc4ce639660,sys06,1
0193cb69f2a546cc99fe8dc4ce639660,sys07,1
0193cb69f2a546cc99fe8dc4ce639660,sys08,1
0193cb69f2a546cc99fe8dc4ce639660,sys09,1
0193cb69f2a546cc99fe8dc4ce639660,sys10,1
0193cb69f2a546cc99fe8dc4ce639660,sys11,1
0193cb69f2a546cc99fe8dc4ce639660,sys12,1
0193cb69f2a546cc99fe8dc4ce639660,sys13,1
0193cb69f2a546cc99fe8dc4ce639660,sys14,1
0193cb69f2a546cc99fe8dc4ce639660,sys15,1
0193cb69f2a546cc99fe8dc4ce639660,sys16,1
0193cb69f2a546cc99fe8dc4ce639660,sys17,1
01a142e212d949a18b718b2766b9f639,sys00,1
01a142e212d949a18b718b2766b9f639,sys01,1
01a142e212d949a18b718b2766b9f639,sys02,1
01a142e212d949a18b718b2766b9f639,sys03,1
01a142e212d949a18b718b2766b9f639,sys04,1
01a142e212d949a18b718b2766b9f639,sys05,1
01a142e212d949a18b718b2766b9f639,sys06,1
01a142e212d949a18b718b2766b9f639,sys07,1
01a142e212d949a18b718b2766b9f639,sys08,1
01a142e212d949a18b718b2766b9f639,sys09,1
01a142e212d949a18b718b2766b9f639,sys10,1
01a142e212d949a18b718b2766b9f639,sys11,1
01a142e212d949a18b718b2766b9f639,sys12,1
01a142e212d949a18b718b2766b9f639,sys13,1
01a142e212d949a18b718b2766b9f639,sys14,1
01a142e212d949a18b718b2766b9f639,sys15,1
01a142e212d949a18b718b2766b9f639,sys16,1
01a142e212d949a18b718b2766b9f639,sys17,1
01f0d3513bd749bbb215d0ffb803223d,sys00,1
01f0d3513bd749bbb215d0ffb803223d,sys01,1
01f0d3513bd749bbb215d0ffb803223d,sys02,1
01f0d3513bd749bbb215d0ffb803223d,sys03,1
01f0d3513bd749bbb215d0ffb803223d,sys04,1
01f0d3513bd749bbb215d0ffb803223d,sys05,1
01f0d3513bd749bbb215d0ffb803223d,sys06,1
01f0d3513bd749bbb215d0ffb803223d,sys07,1
01f0d3513bd749bbb215d0ffb803223d,sys08,1
01f0d3513bd749bbb215d0ffb803223d,sys09,0
01f0d3513bd749bbb215d0ffb803223d,sys10,0
01f0d3513bd749bbb215d0ffb803223d,sys11,1
01f0d3513bd749bbb215d0ffb803223d,sys12,1
01f0d3513bd749bbb215d0ffb803223d,sys13,1
01f0d3513bd749bbb215d0ffb803223d,sys14,1
01f0d3513bd749bbb215d0ffb803223d,sys15,1
01f0d3513bd749bbb215d0ffb803223d,sys16,1
01f0d3513bd749bbb215d0ffb803223d,sys17,1
020eee89047a4777b3e174521d7f55aa,sys00,1
020eee89047a4777b3e174521d7f55aa,sys01,1
020eee89047a4777b3e174521d7f55aa,sys02,1
020eee89047a4777b3e174521d7f55aa,sys03,1
020eee89047a4777b3e174521d7f55aa,sys04,1
020eee89047a4777b3e174521d7f55aa,sys05,1
020eee89047a4777b3e174521d7f55aa,sys06,1
020eee89047a4777b3e174521d7f55aa,sys07,1
020eee89047a4777b3e174521d7f55aa,sys08,1
020eee89047a4777b3e174521d7f55aa,sys09,1
020eee89047a4777b3e174521d7f55aa,sys10,1
020eee89047a4777b3e174521d7f55aa,sys11,1
020eee89047a4777b3e174521d7f55aa,sys12,1
020eee89047a4777b3e174521d7f55aa,sys13,1
020eee89047a4777b3e174521d7f55aa,sys14,1
020eee89047a4777b3e174521d7f55aa,sys15,1
020eee89047a4777b3e174521d7f55aa,sys16,1
020eee89047a4777b3e174521d7f55aa,sys17,1
02179b0884db45faa9ee567f8a23bc7e,sys00,1
02179b0884db45faa9ee567f8a23bc7e,sys01,1
02179b0884db45faa9ee567f8a23bc7e,sys02,1
02179b0884db45faa9ee567f8a23bc7e,sys03,1
02179b0884db45faa9ee567f8a23bc7e,sys04,1
02179b0884db45faa9ee567f8a23bc7e,sys05,1
02179b0884db45faa9ee567f8a23bc7e,sys06,1
02179b0884db45faa9ee567f8a23bc7e,sys07,1
02179b0884db45faa9ee567f8a23bc7e,sys08,1
02179b0884db45faa9ee567f8a23bc7e,sys09,1
02179b0884db45faa9ee567f8a23bc7e,sys10,1
02179b0884db45faa9ee567f8a23bc7e,sys11,1
02179b0884db45faa9ee567f8a23bc7e,sys12,1
02179b0884db45faa9ee567f8a23bc7e,sys13,1
02179b0884db45faa9ee567f8a23bc7e,sys14,1
02179b0884db45faa9ee567f8a23bc7e,sys15,1
02179b0884db45faa9ee567f8a23bc7e,sys16,1
02179b0884db45faa9ee567f8a23bc7e,sys17,1
02215abba2014d46a79f772a2c0428fa,sys00,1
02215abba2014d46a79f772a2c0428fa,sys01,1
02215abba2014d46a79f772a2c0428fa,sys02,1
02215abba2014d46a79f772a2c0428fa,sys03,1
02215abba2014d46a79f772a2c0428fa,sys04,1
02215abba2014d46a79f772a2c0428fa,sys05,1
02215abba2014d46a79f772a2c0428fa,sys06,1
02215abba2014d46a79f772a2c0428fa,sys07,1
02215abba2014d46a79f772a2c0428fa,sys08,1
02215abba2014d46a79f772a2c0428fa,sys09,1
02215abba2014d46a79f772a2c0428fa,sys10,1
02215abba2014d46a79f772a2c0428fa,sys11,1
02215abba2014d46a79f772a2c0428fa,sys12,1
02215abba2014d46a79f772a2c0428fa,sys13,1
02215abba2014d46a79f772a2c0428fa,sys14,1
02215abba2014d46a79f772a2c0428fa,sys15,1
02215abba2014d46a79f772a2c0428fa,sys16,1
02215abba2014d46a79f772a2c0428fa,sys17,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys00,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys01,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys02,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys03,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys04,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys05,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys06,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys07,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys08,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys09,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys10,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys11,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys12,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys13,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys14,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys15,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys16,1
0242d904fd2b41c5b5f7b87b44fd0d97,sys17,1
025e0bc81d74426dae19d788b1ee0b55,sys00,1
025e0bc81d74426dae19d788b1ee0b55,sys01,1
025e0bc81d74426dae19d788b1ee0b55,sys02,1
025e0bc81d74426dae19d788b1ee0b55,sys03,1
025e0bc81d74426dae19d788b1ee0b55,sys04,1
025e0bc81d74426dae19d788b1ee0b55,sys05,1
025e0bc81d74426dae19d788b1ee0b55,sys06,1
025e0bc81d74426dae19d788b1ee0b55,sys07,1
025e0bc81d74426dae19d788b1ee0b55,sys08,1
025e0bc81d74426dae19d788b1ee0b55,sys09,1
025e0bc81d74426dae19d788b1ee0b55,sys10,1
025e0bc81d74426dae19d788b1ee0b55,sys11,1
025e0bc81d74426dae19d788b1ee0b55,sys12,1
025e0bc81d74426dae19d788b1ee0b55,sys13,1
025e0bc81d74426dae19d788b1ee0b55,sys14,1
025e0bc81d74426dae19d788b1ee0b55,sys15,1
025e0bc81d74426dae19d788b1ee0b55,sys16,1
025e0bc81d74426dae19d788b1ee0b55,sys17,1
028ee9f07c1547acaa22fc8d96e106d0,sys00,1
028ee9f07c1547acaa22fc8d96e106d0,sys01,1
028ee9f07c1547acaa22fc8d96e106d0,sys02,1
028ee9f07c1547acaa22fc8d96e106d0,sys03,1
028ee9f07c1547acaa22fc8d96e106d0,sys04,1
028ee9f07c1547acaa22fc8d96e106d0,sys05,1
028ee9f07c1547acaa22fc8d96e106d0,sys06,1
028ee9f07c1547acaa22fc8d96e106d0,sys07,1
028ee9f07c1547acaa22fc8d96e106d0,sys08,1
028ee9f07c1547acaa22fc8d96e106d0,sys09,1
028ee9f07c1547acaa22fc8d96e106d0,sys10,1
028ee9f07c1547acaa22fc8d96e106d0,sys11,1
028ee9f07c1547acaa22fc8d96e106d0,sys12,1
028ee9f07c1547acaa22fc8d96e106d0,sys13,1
028ee9f07c1547acaa22fc8d96e106d0,sys14,1
028ee9f07c1547acaa22fc8d96e106d0,sys15,1
028ee9f07c1547acaa22fc8d96e106d0,sys16,1
028ee9f07c1547acaa22fc8d96e106d0,sys17,1
02aaa0525beb49ec904f318e433e2cb8,sys00,1
02aaa0525beb49ec904f318e433e2cb8,sys01,1
02aaa0525beb49ec904f318e433e2cb8,sys02,1
02aaa0525beb49ec904f318e433e2cb8,sys03,1
02aaa0525beb49ec904f318e433e2cb8,sys04,1
02aaa0525beb49ec904f318e433e2cb8,sys05,1
02aaa0525beb49ec904f318e433e2cb8,sys06,1
02aaa0525beb49ec904f318e433e2cb8,sys07,1
02aaa0525beb49ec904f318e433e2cb8,sys08,1
02aaa0525beb49ec904f318e433e2cb8,sys09,1
02aaa0525beb49ec904f318e433e2cb8,sys10,1
02aaa0525beb49ec904f318e433e2cb8,sys11,1
02aaa0525beb49ec904f318e433e2cb8,sys12,1
02aaa0525beb49ec904f318e433e2cb8,sys13,1
02aaa0525beb49ec904f318e433e2cb8,sys14,1
02aaa0525beb49ec904f318e433e2cb8,sys15,1
02aaa0525beb49ec904f318e433e2cb8,sys16,1
02aaa0525beb49ec904f318e433e2cb8,sys17,1
02b57753ddc84676a7759fa0735612d2,sys00,1
02b57753ddc84676a7759fa0735612d2,sys01,1
02b57753ddc84676a7759fa0735612d2,sys02,1
02b57753ddc84676a7759fa0735612d2,sys03,0
02b57753ddc84676a7759fa0735612d2,sys04,1
02b57753ddc84676a7759fa0735612d2,sys05,1
02b57753ddc84676a7759fa0735612d2,sys06,1
02b57753ddc84676a7759fa0735612d2,sys07,1
02b57753ddc84676a7759fa0735612d2,sys08,1
02b57753ddc84676a7759fa0735612d2,sys09,0
02b57753ddc84676a7759fa0735612d2,sys10,0
02b57753ddc84676a7759fa0735612d2,sys11,1
02b57753ddc84676a7759fa0735612d2,sys12,1
02b57753ddc84676a7759fa0735612d2,sys13,1
02b57753ddc84676a7759fa0735612d2,sys14,1
02b57753ddc84676a7759fa0735612d2,sys15,0
02b57753ddc84676a7759fa0735612d2,sys16,1
02b57753ddc84676a7759fa0735612d2,sys17,1
02bde7584f8d44138735414d6d90daff,sys00,0
02bde7584f8d44138735414d6d90daff,sys01,0
02bde7584f8d44138735414d6d90daff,sys02,1
02bde7584f8d44138735414d6d90daff,sys03,0
02bde7584f8d44138735414d6d90daff,sys04,0
02bde7584f8d44138735414d6d90daff,sys05,0
02bde7584f8d44138735414d6d90daff,sys06,0
02bde7584f8d44138735414d6d90daff,sys07,0
02bde7584f8d44138735414d6d90daff,sys08,1
02bde7584f8d44138735414d6d90daff,sys09,1
02bde7584f8d44138735414d6d90daff,sys10,1
02bde7584f8d44138735414d6d90daff,sys11,1
02bde7584f8d44138735414d6d90daff,sys12,1
02bde7584f8d44138735414d6d90daff,sys13,1
02bde7584f8d44138735414d6d90daff,sys14,1
02bde7584f8d44138735414d6d90daff,sys15,1
02bde7584f8d44138735414d6d90daff,sys16,1
02bde7584f8d44138735414d6d90daff,sys17,1
02d34ad243454797b386511907afc991,sys00,0
02d34ad243454797b386511907afc991,sys01,0
02d34ad243454797b386511907afc991,sys02,1
02d34ad243454797b386511907afc991,sys03,0
02d34ad243454797b386511907afc991,sys04,0
02d34ad243454797b386511907afc991,sys05,1
02d34ad243454797b386511907afc991,sys06,0
02d34ad243454797b386511907afc991,sys07,1
02d34ad243454797b386511907afc991,sys08,1
02d34ad243454797b386511907afc991,sys09,1
02d34ad243454797b386511907afc991,sys10,1
02d34ad243454797b386511907afc991,sys11,1
02d34ad243454797b386511907afc991,sys12,1
02d34ad243454797b386511907afc991,sys13,1
02d34ad243454797b386511907afc991,sys14,1
02d34ad243454797b386511907afc991,sys15,1
02d34ad243454797b386511907afc991,sys16,1
02d34ad243454797b386511907afc991,sys17,1
02f0c609db924b5da966cccd97232615,sys00,1
02f0c609db924b5da966cccd97232615,sys01,1
02f0c609db924b5da966cccd97232615,sys02,1
02f0c609db924b5da966cccd97232615,sys03,1
02f0c609db924b5da966cccd97232615,sys04,1
02f0c609db924b5da966cccd97232615,sys05,1
02f0c609db924b5da966cccd97232615,sys06,1
02f0c609db924b5da966cccd97232615,sys07,1
02f0c609db924b5da966cccd97232615,sys08,1
02f0c609db924b5da966cccd97232615,sys09,1
02f0c609db924b5da966cccd97232615,sys10,1
02f0c609db924b5da966cccd97232615,sys11,1
02f0c609db924b5da966cccd97232615,sys12,1
02f0c609db924b5da966cccd97232615,sys13,1
02f0c609db924b5da966cccd97232615,sys14,1
02f0c609db924b5da966cccd97232615,sys15,1
02f0c609db924b5da966cccd97232615,sys16,1
02f0c609db924b5da966cccd97232615,sys17,1
02f24e8ca21f456dae2fba97073407d2,sys00,1
02f24e8ca21f456dae2fba97073407d2,sys01,1
02f24e8ca21f456dae2fba97073407d2,sys02,1
02f24e8ca21f456dae2fba97073407d2,sys03,1
02f24e8ca21f456dae2fba97073407d2,sys04,1
02f24e8ca21f456dae2fba97073407d2,sys05,1
02f24e8ca21f456dae2fba97073407d2,sys06,1
02f24e8ca21f456dae2fba97073407d2,sys07,1
02f24e8ca21f456dae2fba97073407d2,sys08,1
02f24e8ca21f456dae2fba97073407d2,sys09,1
02f24e8ca21f456dae2fba97073407d2,sys10,1
02f24e8ca21f456dae2fba97073407d2,sys11,1
