item_id,system_id,correct
006aa8b658804b79b150ff3b548d28a9,dense/512-128/k10,1
008ce2362c9f4489ad3bda7433ffbec2,bm25/1024-128/k3,1
008ce2362c9f4489ad3bda7433ffbec2,bm25/1024-128/k5,1
008ce2362c9f4489ad3bda7433ffbec2,bm25/1024-128/k10,1
008ce2362c9f4489ad3bda7433ffbec2,dense/1024-128/k3,0
008ce2362c9f4489ad3bda7433ffbec2,dense/1024-128/k5,0
008ce2362c9f4489ad3bda7433ffbec2,dense/1024-128/k10,0
008ce2362c9f4489ad3bda7433ffbec2,bm25/512-128/k3,1
008ce2362c9f4489ad3bda7433ffbec2,bm25/512-128/k5,1
008ce2362c9f4489ad3bda7433ffbec2,bm25/512-128/k10,1
008ce2362c9f4489ad3bda7433ffbec2,dense/512-128/k3,0
008ce2362c9f4489ad3bda7433ffbec2,dense/512-128/k5,0
008ce2362c9f4489ad3bda7433ffbec2,dense/512-128/k10,0
00b670ef25614edf81e9df00bbe2a385,bm25/1024-128/k3,0
00b670ef25614edf81e9df00bbe2a385,bm25/1024-128/k5,0
00b670ef25614edf81e9df00bbe2a385,bm25/1024-128/k10,0
00b670ef25614edf81e9df00bbe2a385,dense/1024-128/k3,0
00b670ef25614edf81e9df00bbe2a385,dense/1024-128/k5,0
00b670ef25614edf81e9df00bbe2a385,dense/1024-128/k10,0
00b670ef25614edf81e9df00bbe2a385,bm25/512-128/k3,0
00b670ef25614edf81e9df00bbe2a385,bm25/512-128/k5,1
00b670ef25614edf81e9df00bbe2a385,bm25/512-128/k10,1
00b670ef25614edf81e9df00bbe2a385,dense/512-128/k3,0
00b670ef25614edf81e9df00bbe2a385,dense/512-128/k5,0
00b670ef25614edf81e9df00bbe2a385,dense/512-128/k10,0
00bf20c86049411695f7a4f300e9aca5,bm25/1024-128/k3,1
00bf20c86049411695f7a4f300e9aca5,bm25/1024-128/k5,1
00bf20c86049411695f7a4f300e9aca5,bm25/1024-128/k10,1
00bf20c86049411695f7a4f300e9aca5,dense/1024-128/k3,1
00bf20c86049411695f7a4f300e9aca5,dense/1024-128/k5,1
00bf20c86049411695f7a4f300e9aca5,dense/1024-128/k10,1
00bf20c86049411695f7a4f300e9aca5,bm25/512-128/k3,1
00bf20c86049411695f7a4f300e9aca5,bm25/512-128/k5,1
00bf20c86049411695f7a4f300e9aca5,bm25/512-128/k10,1
00bf20c86049411695f7a4f300e9aca5,dense/512-128/k3,1
00bf20c86049411695f7a4f300e9aca5,dense/512-128/k5,1
00bf20c86049411695f7a4f300e9aca5,dense/512-128/k10,1
00c57d8cc5224400ab44a61bc1bfaba1,bm25/1024-128/k3,0
00c57d8cc5224400ab44a61bc1bfaba1,bm25/1024-128/k5,0
00c57d8cc5224400ab44a61bc1bfaba1,bm25/1024-128/k10,1
00c57d8cc5224400ab44a61bc1bfaba1,dense/1024-128/k3,0
00c57d8cc5224400ab44a61bc1bfaba1,dense/1024-128/k5,0
00c57d8cc5224400ab44a61bc1bfaba1,dense/1024-128/k10,0
00c57d8cc5224400ab44a61bc1bfaba1,bm25/512-128/k3,0
00c57d8cc5224400ab44a61bc1bfaba1,bm25/512-128/k5,0
00c57d8cc5224400ab44a61bc1bfaba1,bm25/512-128/k10,1
00c57d8cc5224400ab44a61bc1bfaba1,dense/512-128/k3,0
00c57d8cc5224400ab44a61bc1bfaba1,dense/512-128/k5,0
00c57d8cc5224400ab44a61bc1bfaba1,dense/512-128/k10,0
00da6042116f416da87a8da4a1e2909a,bm25/1024-128/k3,1
00da6042116f416da87a8da4a1e2909a,bm25/1024-128/k5,1
00da6042116f416da87a8da4a1e2909a,bm25/1024-128/k10,1
00da6042116f416da87a8da4a1e2909a,dense/1024-128/k3,1
00da6042116f416da87a8da4a1e2909a,dense/1024-128/k5,1
00da6042116f416da87a8da4a1e2909a,dense/1024-128/k10,1
00da6042116f416da87a8da4a1e2909a,bm25/512-128/k3,1
00da6042116f416da87a8da4a1e2909a,bm25/512-128/k5,1
00da6042116f416da87a8da4a1e2909a,bm25/512-128/k10,1
00da6042116f416da87a8da4a1e2909a,dense/512-128/k3,1
00da6042116f416da87a8da4a1e2909a,dense/512-128/k5,1
00da6042116f416da87a8da4a1e2909a,dense/512-128/k10,1
00f1bb404e6340f59081c22e8a4a7d28,bm25/1024-128/k3,1
00f1bb404e6340f59081c22e8a4a7d28,bm25/1024-128/k5,1
00f1bb404e6340f59081c22e8a4a7d28,bm25/1024-128/k10,1
00f1bb404e6340f59081c22e8a4a7d28,dense/1024-128/k3,0
00f1bb404e6340f59081c22e8a4a7d28,dense/1024-128/k5,0
00f1bb404e6340f59081c22e8a4a7d28,dense/1024-128/k10,0
00f1bb404e6340f59081c22e8a4a7d28,bm25/512-128/k3,1
00f1bb404e6340f59081c22e8a4a7d28,bm25/512-128/k5,1
00f1bb404e6340f59081c22e8a4a7d28,bm25/512-128/k10,1
00f1bb404e6340f59081c22e8a4a7d28,dense/512-128/k3,0
00f1bb404e6340f59081c22e8a4a7d28,dense/512-128/k5,0
00f1bb404e6340f59081c22e8a4a7d28,dense/512-128/k10,0
01097685c9e74891822fc3955fc1d930,bm25/1024-128/k3,1
01097685c9e74891822fc3955fc1d930,bm25/1024-128/k5,1
01097685c9e74891822fc3955fc1d930,bm25/1024-128/k10,1
01097685c9e74891822fc3955fc1d930,dense/1024-128/k3,1
01097685c9e74891822fc3955fc1d930,dense/1024-128/k5,1
01097685c9e74891822fc3955fc1d930,dense/1024-128/k10,1
01097685c9e74891822fc3955fc1d930,bm25/512-128/k3,1
01097685c9e74891822fc3955fc1d930,bm25/512-128/k5,1
01097685c9e74891822fc3955fc1d930,bm25/512-128/k10,1
01097685c9e74891822fc3955fc1d930,dense/512-128/k3,1
01097685c9e74891822fc3955fc1d930,dense/512-128/k5,1
01097685c9e74891822fc3955fc1d930,dense/512-128/k10,1
0115d8623fd14c14945ff1318fc04df7,bm25/1024-128/k3,1
0115d8623fd14c14945ff1318fc04df7,bm25/1024-128/k5,1
0115d8623fd14c14945ff1318fc04df7,bm25/1024-128/k10,1
0115d8623fd14c14945ff1318fc04df7,dense/1024-128/k3,1
0115d8623fd14c14945ff1318fc04df7,dense/1024-128/k5,1
0115d8623fd14c14945ff1318fc04df7,dense/1024-128/k10,1
0115d8623fd14c14945ff1318fc04df7,bm25/512-128/k3,1
0115d8623fd14c14945ff1318fc04df7,bm25/512-128/k5,1
0115d8623fd14c14945ff1318fc04df7,bm25/512-128/k10,1
0115d8623fd14c14945ff1318fc04df7,dense/512-128/k3,1
0115d8623fd14c14945ff1318fc04df7,dense/512-128/k5,1
0115d8623fd14c14945ff1318fc04df7,dense/512-128/k10,1
015a190d0ddc4704817158b7b7b4484d,bm25/1024-128/k3,1
015a190d0ddc4704817158b7b7b4484d,bm25/1024-128/k5,1
015a190d0ddc4704817158b7b7b4484d,bm25/1024-128/k10,1
015a190d0ddc4704817158b7b7b4484d,dense/1024-128/k3,1
015a190d0ddc4704817158b7b7b4484d,dense/1024-128/k5,1
015a190d0ddc4704817158b7b7b4484d,dense/1024-128/k10,1
015a190d0ddc4704817158b7b7b4484d,bm25/512-128/k3,0
015a190d0ddc4704817158b7b7b4484d,bm25/512-128/k5,0
015a190d0ddc4704817158b7b7b4484d,bm25/512-128/k10,1
015a190d0ddc4704817158b7b7b4484d,dense/512-128/k3,1
015a190d0ddc4704817158b7b7b4484d,dense/512-128/k5,1
015a190d0ddc4704817158b7b7b4484d,dense/512-128/k10,1
0161d0b9a5734447b117bd03faa23c64,bm25/1024-128/k3,1
0161d0b9a5734447b117bd03faa23c64,bm25/1024-128/k5,1
0161d0b9a5734447b117bd03faa23c64,bm25/1024-128/k10,1
0161d0b9a5734447b117bd03faa23c64,dense/1024-128/k3,0
0161d0b9a5734447b117bd03faa23c64,dense/1024-128/k5,1
0161d0b9a5734447b117bd03faa23c64,dense/1024-128/k10,1
0161d0b9a5734447b117bd03faa23c64,bm25/512-128/k3,1
0161d0b9a5734447b117bd03faa23c64,bm25/512-128/k5,1
0161d0b9a5734447b117bd03faa23c64,bm25/512-128/k10,1
0161d0b9a5734447b117bd03faa23c64,dense/512-128/k3,0
0161d0b9a5734447b117bd03faa23c64,dense/512-128/k5,1
0161d0b9a5734447b117bd03faa23c64,dense/512-128/k10,1
0193cb69f2a546cc99fe8dc4ce639660,bm25/1024-128/k3,1
0193cb69f2a546cc99fe8dc4ce639660,bm25/1024-128/k5,1
0193cb69f2a546cc99fe8dc4ce639660,bm25/1024-128/k10,1
0193cb69f2a546cc99fe8dc4ce639660,dense/1024-128/k3,1
0193cb69f2a546cc99fe8dc4ce639660,dense/1024-128/k5,1
0193cb69f2a546cc99fe8dc4ce639660,dense/1024-128/k10,1
0193cb69f2a546cc99fe8dc4ce639660,bm25/512-128/k3,1
0193cb69f2a546cc99fe8dc4ce639660,bm25/512-128/k5,1
0193cb69f2a546cc99fe8dc4ce639660,bm25/512-128/k10,1
0193cb69f2a546cc99fe8dc4ce639660,dense/512-128/k3,1
0193cb69f2a546cc99fe8dc4ce639660,dense/512-128/k5,1
0193cb69f2a546cc99fe8dc4ce639660,dense/512-128/k10,1
01a142e212d949a18b718b2766b9f639,bm25/1024-128/k3,1
01a142e212d949a18b718b2766b9f639,bm25/1024-128/k5,1
01a142e212d949a18b718b2766b9f639,bm25/1024-128/k10,1
01a142e212d949a18b718b2766b9f639,dense/1024-128/k3,1
01a142e212d949a18b718b2766b9f639,dense/1024-128/k5,1
01a142e212d949a18b718b2766b9f639,dense/1024-128/k10,1
01a142e212d949a18b718b2766b9f639,bm25/512-128/k3,1
01a142e212d949a18b718b2766b9f639,bm25/512-128/k5,1
01a142e212d949a18b718b2766b9f639,bm25/512-128/k10,1
01a142e212d949a18b718b2766b9f639,dense/512-128/k3,1
01a142e212d949a18b718b2766b9f639,dense/512-128/k5,1
01a142e212d949a18b718b2766b9f639,dense/512-128/k10,1
01f0d3513bd749bbb215d0ffb803223d,bm25/1024-128/k3,1
01f0d3513bd749bbb215d0ffb803223d,bm25/1024-128/k5,1
01f0d3513bd749bbb215d0ffb803223d,bm25/1024-128/k10,1
01f0d3513bd749bbb215d0ffb803223d,dense/1024-128/k3,1
01f0d3513bd749bbb215d0ffb803223d,dense/1024-128/k5,1
01f0d3513bd749bbb215d0ffb803223d,dense/1024-128/k10,1
01f0d3513bd749bbb215d0ffb803223d,bm25/512-128/k3,0
01f0d3513bd749bbb215d0ffb803223d,bm25/512-128/k5,0
01f0d3513bd749bbb215d0ffb803223d,bm25/512-128/k10,1
01f0d3513bd749bbb215d0ffb803223d,dense/512-128/k3,1
01f0d3513bd749bbb215d0ffb803223d,dense/512-128/k5,1
01f0d3513bd749bbb215d0ffb803223d,dense/512-128/k10,1
020eee89047a4777b3e174521d7f55aa,bm25/1024-128/k3,1
020eee89047a4777b3e174521d7f55aa,bm25/1024-128/k5,1
020eee89047a4777b3e174521d7f55aa,bm25/1024-128/k10,1
020eee89047a4777b3e174521d7f55aa,dense/1024-128/k3,1
020eee89047a4777b3e174521d7f55aa,dense/1024-128/k5,1
020eee89047a4777b3e174521d7f55aa,dense/1024-128/k10,1
020eee89047a4777b3e174521d7f55aa,bm25/512-128/k3,1
020eee89047a4777b3e174521d7f55aa,bm25/512-128/k5,1
020eee89047a4777b3e174521d7f55aa,bm25/512-128/k10,1
020eee89047a4777b3e174521d7f55aa,dense/512-128/k3,1
020eee89047a4777b3e174521d7f55aa,dense/512-128/k5,1
020eee89047a4777b3e174521d7f55aa,dense/512-128/k10,1
02179b0884db45faa9ee567f8a23bc7e,bm25/1024-128/k3,1
02179b0884db45faa9ee567f8a23bc7e,bm25/1024-128/k5,1
02179b0884db45faa9ee567f8a23bc7e,bm25/1024-128/k10,1
02179b0884db45faa9ee567f8a23bc7e,dense/1024-128/k3,1
02179b0884db45faa9ee567f8a23bc7e,dense/1024-128/k5,1
02179b0884db45faa9ee567f8a23bc7e,dense/1024-128/k10,1
02179b0884db45faa9ee567f8a23bc7e,bm25/512-128/k3,1
02179b0884db45faa9ee567f8a23bc7e,bm25/512-128/k5,1
02179b0884db45faa9ee567f8a23bc7e,bm25/512-128/k10,1
02179b0884db45faa9ee567f8a23bc7e,dense/512-128/k3,1
02179b0884db45faa9ee567f8a23bc7e,dense/512-128/k5,1
02179b0884db45faa9ee567f8a23bc7e,dense/512-128/k10,1
02215abba2014d46a79f772a2c0428fa,bm25/1024-128/k3,1
02215abba2014d46a79f772a2c0428fa,bm25/1024-128/k5,1
02215abba2014d46a79f772a2c0428fa,bm25/1024-128/k10,1
02215abba2014d46a79f772a2c0428fa,dense/1024-128/k3,0
02215abba2014d46a79f772a2c0428fa,dense/1024-128/k5,0
02215abba2014d46a79f772a2c0428fa,dense/1024-128/k10,0
02215abba2014d46a79f772a2c0428fa,bm25/512-128/k3,1
02215abba2014d46a79f772a2c0428fa,bm25/512-128/k5,1
02215abba2014d46a79f772a2c0428fa,bm25/512-128/k10,1
02215abba2014d46a79f772a2c0428fa,dense/512-128/k3,1
02215abba2014d46a79f772a2c0428fa,dense/512-128/k5,1
02215abba2014d46a79f772a2c0428fa,dense/512-128/k10,1
0242d904fd2b41c5b5f7b87b44fd0d97,bm25/1024-128/k3,1
0242d904fd2b41c5b5f7b87b44fd0d97,bm25/1024-128/k5,1
0242d904fd2b41c5b5f7b87b44fd0d97,bm25/1024-128/k10,1
0242d904fd2b41c5b5f7b87b44fd0d97,dense/1024-128/k3,1
0242d904fd2b41c5b5f7b87b44fd0d97,dense/1024-128/k5,1
0242d904fd2b41c5b5f7b87b44fd0d97,dense/1024-128/k10,1
0242d904fd2b41c5b5f7b87b44fd0d97,bm25/512-128/k3,1
0242d904fd2b41c5b5f7b87b44fd0d97,bm25/512-128/k5,1
0242d904fd2b41c5b5f7b87b44fd0d97,bm25/512-128/k10,1
0242d904fd2b41c5b5f7b87b44fd0d97,dense/512-128/k3,1
0242d904fd2b41c5b5f7b87b44fd0d97,dense/512-128/k5,1
0242d904fd2b41c5b5f7b87b44fd0d97,dense/512-128/k10,1
025e0bc81d74426dae19d788b1ee0b55,bm25/1024-128/k3,1
025e0bc81d74426dae19d788b1ee0b55,bm25/1024-128/k5,1
025e0bc81d74426dae19d788b1ee0b55,bm25/1024-128/k10,1
025e0bc81d74426dae19d788b1ee0b55,dense/1024-128/k3,1
025e0bc81d74426dae19d788b1ee0b55,dense/1024-128/k5,1
025e0bc81d74426dae19d788b1ee0b55,dense/1024-128/k10,1
025e0bc81d74426dae19d788b1ee0b55,bm25/512-128/k3,1
025e0bc81d74426dae19d788b1ee0b55,bm25/512-128/k5,1
025e0bc81d74426dae19d788b1ee0b55,bm25/512-128/k10,1
025e0bc81d74426dae19d788b1ee0b55,dense/512-128/k3,1
025e0bc81d74426dae19d788b1ee0b55,dense/512-128/k5,1
025e0bc81d74426dae19d788b1ee0b55,dense/512-128/k10,1
028ee9f07c1547acaa22fc8d96e106d0,bm25/1024-128/k3,1
028ee9f07c1547acaa22fc8d96e106d0,bm25/1024-128/k5,1
028ee9f07c1547acaa22fc8d96e106d0,bm25/1024-128/k10,1
028ee9f07c1547acaa22fc8d96e106d0,dense/1024-128/k3,0
028ee9f07c1547acaa22fc8d96e106d0,dense/1024-128/k5,0
028ee9f07c1547acaa22fc8d96e106d0,dense/1024-128/k10,0
028ee9f07c1547acaa22fc8d96e106d0,bm25/512-128/k3,1
028ee9f07c1547acaa22fc8d96e106d0,bm25/512-128/k5,1
028ee9f07c1547acaa22fc8d96e106d0,bm25/512-128/k10,1
028ee9f07c1547acaa22fc8d96e106d0,dense/512-128/k3,0
028ee9f07c1547acaa22fc8d96e106d0,dense/512-128/k5,0
028ee9f07c1547acaa22fc8d96e106d0,dense/512-128/k10,0
02aaa0525beb49ec904f318e433e2cb8,bm25/1024-128/k3,1
02aaa0525beb49ec904f318e433e2cb8,bm25/1024-128/k5,1
02aaa0525beb49ec904f318e433e2cb8,bm25/1024-128/k10,1
02aaa0525beb49ec904f318e433e2cb8,dense/1024-128/k3,1
02aaa0525beb49ec904f318e433e2cb8,dense/1024-128/k5,1
02aaa0525beb49ec904f318e433e2cb8,dense/1024-128/k10,1
02aaa0525beb49ec904f318e433e2cb8,bm25/512-128/k3,1
02aaa0525beb49ec904f318e433e2cb8,bm25/512-128/k5,1
02aaa0525beb49ec904f318e433e2cb8,bm25/512-128/k10,1
02aaa0525beb49ec904f318e433e2cb8,dense/512-128/k3,1
02aaa0525beb49ec904f318e433e2cb8,dense/512-128/k5,1
02aaa0525beb49ec904f318e433e2cb8,dense/512-128/k10,1
02b57753ddc84676a7759fa0735612d2,bm25/1024-128/k3,0
02b57753ddc84676a7759fa0735612d2,bm25/1024-128/k5,1
02b57753ddc84676a7759fa0735612d2,bm25/1024-128/k10,1
02b57753ddc84676a7759fa0735612d2,dense/1024-128/k3,0
02b57753ddc84676a7759fa0735612d2,dense/1024-128/k5,1
02b57753ddc84676a7759fa0735612d2,dense/1024-128/k10,1
02b57753ddc84676a7759fa0735612d2,bm25/512-128/k3,0
02b57753ddc84676a7759fa0735612d2,bm25/512-128/k5,0
02b57753ddc84676a7759fa0735612d2,bm25/512-128/k10,1
02b57753ddc84676a7759fa0735612d2,dense/512-128/k3,0
02b57753ddc84676a7759fa0735612d2,dense/512-128/k5,1
02b57753ddc84676a7759fa0735612d2,dense/512-128/k10,1
02bde7584f8d44138735414d6d90daff,bm25/1024-128/k3,1
02bde7584f8d44138735414d6d90daff,bm25/1024-128/k5,1
02bde7584f8d44138735414d6d90daff,bm25/1024-128/k10,1
02bde7584f8d44138735414d6d90daff,dense/1024-128/k3,1
02bde7584f8d44138735414d6d90daff,dense/1024-128/k5,1
02bde7584f8d44138735414d6d90daff,dense/1024-128/k10,1
02bde7584f8d44138735414d6d90daff,bm25/512-128/k3,1
02bde7584f8d44138735414d6d90daff,bm25/512-128/k5,1
02bde7584f8d44138735414d6d90daff,bm25/512-128/k10,1
02bde7584f8d44138735414d6d90daff,dense/512-128/k3,1
02bde7584f8d44138735414d6d90daff,dense/512-128/k5,1
02bde7584f8d44138735414d6d90daff,dense/512-128/k10,1
02d34ad243454797b386511907afc991,bm25/1024-128/k3,1
02d34ad243454797b386511907afc991,bm25/1024-128/k5,1
02d34ad243454797b386511907afc991,bm25/1024-128/k10,1
02d34ad243454797b386511907afc991,dense/1024-128/k3,1
02d34ad243454797b386511907afc991,dense/1024-128/k5,1
02d34ad243454797b386511907afc991,dense/1024-128/k10,1
02d34ad243454797b386511907afc991,bm25/512-128/k3,1
02d34ad243454797b386511907afc991,bm25/512-128/k5,1
02d34ad243454797b386511907afc991,bm25/512-128/k10,1
02d34ad243454797b386511907afc991,dense/512-128/k3,1
02d34ad243454797b386511907afc991,dense/512-128/k5,1
02d34ad243454797b386511907afc991,dense/512-128/k10,1
02f0c609db924b5da966cccd97232615,bm25/1024-128/k3,1
02f0c609db924b5da966cccd97232615,bm25/1024-128/k5,1
02f0c609db924b5da966cccd97232615,bm25/1024-128/k10,1
02f0c609db924b5da966cccd97232615,dense/1024-128/k3,1
02f0c609db924b5da966cccd97232615,dense/1024-128/k5,1
02f0c609db924b5da966cccd97232615,dense/1024-128/k10,1
02f0c609db924b5da966cccd97232615,bm25/512-128/k3,1
02f0c609db924b5da966cccd97232615,bm25/512-128/k5,1
02f0c609db924b5da966cccd97232615,bm25/512-128/k10,1
02f0c609db924b5da966cccd97232615,dense/512-128/k3,1
02f0c609db924b5da966cccd97232615,dense/512-128/k5,1
02f0c609db924b5da966cccd97232615,dense/512-128/k10,1
02f24e8ca21f456dae2fba97073407d2,bm25/1024-128/k3,1
02f24e8ca21f456dae2fba97073407d2,bm25/1024-128/k5,1
02f24e8ca21f456dae2fba97073407d2,bm25/1024-128/k10,1
02f24e8ca21f456dae2fba97073407d2,dense/1024-128/k3,1
02f24e8ca21f456dae2fba97073407d2,dense/1024-128/k5,1
02f24e8ca21f456dae2fba97073407d2,dense/1024-128/k10,1
02f24e8ca21f456dae2fba97073407d2,bm25/512-128/k3,1
02f24e8ca21f456dae2fba97073407d2,bm25/512-128/k5,1
02f24e8ca21f456dae2fba97073407d2,bm25/512-128/k10,1
02f24e8ca21f456dae2fba97073407d2,dense/512-128/k3,1
02f24e8ca21f456dae2fba97073407d2,dense/512-128/k5,1
02f24e8ca21f456dae2fba97073407d2,dense/512-128/k10,1
02fa87bc418f445cbe348349ee4089bc,bm25/1024-128/k3,1
02fa87bc418f445cbe348349ee4089bc,bm25/1024-128/k5,1
02fa87bc418f445cbe348349ee4089bc,bm25/1024-128/k10,1
02fa87bc418f445cbe348349ee4089bc,dense/1024-128/k3,1
02fa87bc418f445cbe348349ee4089bc,dense/1024-128/k5,1
02fa87bc418f445cbe348349ee4089bc,dense/1024-128/k10,1
02fa87bc418f445cbe348349ee4089bc,bm25/512-128/k3,1
02fa87bc418f445cbe348349ee4089bc,bm25/512-128/k5,1
02fa87bc418f445cbe348349ee4089bc,bm25/512-128/k10,1
02fa87bc418f445cbe348349ee4089bc,dense/512-128/k3,1
02fa87bc418f445cbe348349ee4089bc,dense/512-128/k5,1
02fa87bc418f445cbe348349ee4089bc,dense/512-128/k10,1
03202a2046a6459c8dddaf5571fc8e82,bm25/1024-128/k3,1
03202a2046a6459c8dddaf5571fc8e82,bm25/1024-128/k5,1
03202a2046a6459c8dddaf5571fc8e82,bm25/1024-128/k10,1
03202a2046a6459c8dddaf5571fc8e82,dense/1024-128/k3,1
03202a2046a6459c8dddaf5571fc8e82,dense/1024-128/k5,1
03202a2046a6459c8dddaf5571fc8e82,dense/1024-128/k10,1
03202a2046a6459c8dddaf5571fc8e82,bm25/512-128/k3,1
03202a2046a6459c8dddaf5571fc8e82,bm25/512-128/k5,1
03202a2046a6459c8dddaf5571fc8e82,bm25/512-128/k10,1
03202a2046a6459c8dddaf5571fc8e82,dense/512-128/k3,1
03202a2046a6459c8dddaf5571fc8e82,dense/512-128/k5,1
03202a2046a6459c8dddaf5571fc8e82,dense/512-128/k10,1
03368ba2d9c44a26a1a91e78ddf418dc,bm25/1024-128/k3,1
03368ba2d9c44a26a1a91e78ddf418dc,bm25/1024-128/k5,1
03368ba2d9c44a26a1a91e78ddf418dc,bm25/1024-128/k10,1
03368ba2d9c44a26a1a91e78ddf418dc,dense/1024-128/k3,1
03368ba2d9c44a26a1a91e78ddf418dc,dense/1024-128/k5,1
03368ba2d9c44a26a1a91e78ddf418dc,dense/1024-128/k10,1
03368ba2d9c44a26a1a91e78ddf418dc,bm25/512-128/k3,1
03368ba2d9c44a26a1a91e78ddf418dc,bm25/512-128/k5,1
03368ba2d9c44a26a1a91e78ddf418dc,bm25/512-128/k10,1
03368ba2d9c44a26a1a91e78ddf418dc,dense/512-128/k3,1
03368ba2d9c44a26a1a91e78ddf418dc,dense/512-128/k5,1
03368ba2d9c44a26a1a91e78ddf418dc,dense/512-128/k10,1
034eae4da282449e8806d21ac18d2831,bm25/1024-128/k3,0
034eae4da282449e8806d21ac18d2831,bm25/1024-128/k5,0
034eae4da282449e8806d21ac18d2831,bm25/1024-128/k10,0
034eae4da282449e8806d21ac18d2831,dense/1024-128/k3,0
034eae4da282449e8806d21ac18d2831,dense/1024-128/k5,0
034eae4da282449e8806d21ac18d2831,dense/1024-128/k10,1
034eae4da282449e8806d21ac18d2831,bm25/512-128/k3,0
034eae4da282449e8806d21ac18d2831,bm25/512-128/k5,0
034eae4da282449e8806d21ac18d2831,bm25/512-128/k10,0
034eae4da282449e8806d21ac18d2831,dense/512-128/k3,0
034eae4da282449e8806d21ac18d2831,dense/512-128/k5,0
034eae4da282449e8806d21ac18d2831,dense/512-128/k10,1
0353abfe8d8a4703a44a45391d65cdf9,bm25/1024-128/k3,1
0353abfe8d8a4703a44a45391d65cdf9,bm25/1024-128/k5,1
0353abfe8d8a4703a44a45391d65cdf9,bm25/1024-128/k10,1
0353abfe8d8a4703a44a45391d65cdf9,dense/1024-128/k3,0
0353abfe8d8a4703a44a45391d65cdf9,dense/1024-128/k5,0
0353abfe8d8a4703a44a45391d65cdf9,dense/1024-128/k10,1
0353abfe8d8a4703a44a45391d65cdf9,bm25/512-128/k3,1
0353abfe8d8a4703a44a45391d65cdf9,bm25/512-128/k5,1
0353abfe8d8a4703a44a45391d65cdf9,bm25/512-128/k10,1
0353abfe8d8a4703a44a45391d65cdf9,dense/512-128/k3,0
0353abfe8d8a4703a44a45391d65cdf9,dense/512-128/k5,1
0353abfe8d8a4703a44a45391d65cdf9,dense/512-128/k10,1
